OrderDate,Revenue
31-05-11 0:00,2024.994
31-05-11 0:00,6074.982
31-05-11 0:00,2024.994
31-05-11 0:00,2039.994
31-05-11 0:00,2039.994
31-05-11 0:00,4079.988
31-05-11 0:00,2039.994
31-05-11 0:00,86.5212
31-05-11 0:00,28.8404
31-05-11 0:00,34.2
31-05-11 0:00,10.373
31-05-11 0:00,80.746
31-05-11 0:00,419.4589
31-05-11 0:00,874.794
31-05-11 0:00,809.76
31-05-11 0:00,714.7043
31-05-11 0:00,1429.4086
31-05-11 0:00,20.746
31-05-11 0:00,115.3616
31-05-11 0:00,1445.1898
31-05-11 0:00,6074.982
31-05-11 0:00,4049.988
31-05-11 0:00,40.373
31-05-11 0:00,1637.4
31-05-11 0:00,8099.976
31-05-11 0:00,4079.988
31-05-11 0:00,57.6808
31-05-11 0:00,4049.988
31-05-11 0:00,100.9325
31-05-11 0:00,1258.3767
31-05-11 0:00,2097.2945
31-05-11 0:00,367.8764
31-05-11 0:00,3499.176
31-05-11 0:00,551.8146
31-05-11 0:00,2097.2945
31-05-11 0:00,1258.3767
31-05-11 0:00,838.9178
31-05-11 0:00,2146.962
31-05-11 0:00,874.794
31-05-11 0:00,1258.3767
31-05-11 0:00,356.898
31-05-11 0:00,5248.764
31-05-11 0:00,183.9382
31-05-11 0:00,535.7424
31-05-11 0:00,2146.962
31-05-11 0:00,1258.3767
31-05-11 0:00,183.9382
31-05-11 0:00,356.898
31-05-11 0:00,178.5808
31-05-11 0:00,1258.3767
31-05-11 0:00,874.794
31-05-11 0:00,419.4589
31-05-11 0:00,2039.994
31-05-11 0:00,8099.976
31-05-11 0:00,28.8404
31-05-11 0:00,28.8404
31-05-11 0:00,4049.988
31-05-11 0:00,6119.982
31-05-11 0:00,2039.994
31-05-11 0:00,2024.994
31-05-11 0:00,40.373
31-05-11 0:00,2039.994
31-05-11 0:00,20.1865
31-05-11 0:00,57.6808
31-05-11 0:00,4049.988
31-05-11 0:00,10.373
31-05-11 0:00,4049.988
31-05-11 0:00,2024.994
31-05-11 0:00,34.2
31-05-11 0:00,2024.994
31-05-11 0:00,419.4589
31-05-11 0:00,2146.962
31-05-11 0:00,356.898
31-05-11 0:00,874.794
31-05-11 0:00,838.9178
31-05-11 0:00,419.4589
31-05-11 0:00,17.1
31-05-11 0:00,2039.994
31-05-11 0:00,2024.994
31-05-11 0:00,2024.994
31-05-11 0:00,2624.382
31-05-11 0:00,4293.924
31-05-11 0:00,2936.2123
31-05-11 0:00,2516.7534
31-05-11 0:00,173.0424
31-05-11 0:00,1103.6292
31-05-11 0:00,40.373
31-05-11 0:00,40.373
31-05-11 0:00,1749.588
31-05-11 0:00,20.746
31-05-11 0:00,367.8764
31-05-11 0:00,2624.382
31-05-11 0:00,1258.3767
31-05-11 0:00,838.9178
31-05-11 0:00,551.8146
31-05-11 0:00,838.9178
31-05-11 0:00,838.9178
31-05-11 0:00,367.8764
31-05-11 0:00,28.8404
31-05-11 0:00,838.9178
31-05-11 0:00,1427.592
31-05-11 0:00,5248.764
31-05-11 0:00,1677.8356
31-05-11 0:00,535.7424
31-05-11 0:00,115.3616
31-05-11 0:00,535.7424
31-05-11 0:00,20.1865
31-05-11 0:00,1070.694
31-05-11 0:00,1258.3767
31-05-11 0:00,714.7043
31-05-11 0:00,5.7
31-05-11 0:00,11.4
31-05-11 0:00,4079.988
31-05-11 0:00,2024.994
31-05-11 0:00,2146.962
31-05-11 0:00,57.6808
31-05-11 0:00,874.794
31-05-11 0:00,838.9178
31-05-11 0:00,713.796
31-05-11 0:00,838.9178
31-05-11 0:00,1749.588
31-05-11 0:00,838.9178
31-05-11 0:00,28.8404
31-05-11 0:00,20.1865
31-05-11 0:00,20.1865
31-05-11 0:00,34.2
31-05-11 0:00,4049.988
31-05-11 0:00,2039.994
31-05-11 0:00,874.794
31-05-11 0:00,86.5212
31-05-11 0:00,183.9382
31-05-11 0:00,838.9178
31-05-11 0:00,419.4589
31-05-11 0:00,357.1616
31-05-11 0:00,838.9178
31-05-11 0:00,5.1865
31-05-11 0:00,40.373
31-05-11 0:00,20.1865
31-05-11 0:00,80.746
31-05-11 0:00,2624.382
31-05-11 0:00,1677.8356
31-05-11 0:00,100.9325
31-05-11 0:00,357.1616
31-05-11 0:00,20.1865
31-05-11 0:00,838.9178
31-05-11 0:00,1749.588
31-05-11 0:00,10.373
31-05-11 0:00,874.794
31-05-11 0:00,86.5212
31-05-11 0:00,4049.988
31-05-11 0:00,4049.988
31-05-11 0:00,5.7
31-05-11 0:00,6074.982
31-05-11 0:00,22.8
31-05-11 0:00,86.5212
31-05-11 0:00,2146.962
31-05-11 0:00,874.794
31-05-11 0:00,419.4589
31-05-11 0:00,40.373
31-05-11 0:00,1677.8356
31-05-11 0:00,838.9178
31-05-11 0:00,419.4589
31-05-11 0:00,25.9325
31-05-11 0:00,20.1865
31-05-11 0:00,874.794
31-05-11 0:00,367.8764
31-05-11 0:00,419.4589
31-05-11 0:00,357.1616
31-05-11 0:00,419.4589
31-05-11 0:00,713.796
31-05-11 0:00,1258.3767
31-05-11 0:00,838.9178
31-05-11 0:00,15.5595
31-05-11 0:00,80.746
31-05-11 0:00,367.8764
31-05-11 0:00,874.794
31-05-11 0:00,367.8764
31-05-11 0:00,28.8404
31-05-11 0:00,419.4589
31-05-11 0:00,1749.588
31-05-11 0:00,57.6808
31-05-11 0:00,874.794
31-05-11 0:00,874.794
31-05-11 0:00,60.5595
31-05-11 0:00,20.1865
31-05-11 0:00,419.4589
31-05-11 0:00,838.9178
31-05-11 0:00,57.6808
31-05-11 0:00,1258.3767
31-05-11 0:00,1749.588
31-05-11 0:00,357.1616
31-05-11 0:00,80.746
31-05-11 0:00,183.9382
31-05-11 0:00,20.1865
31-05-11 0:00,57.6808
31-05-11 0:00,367.8764
31-05-11 0:00,874.794
31-05-11 0:00,419.4589
31-05-11 0:00,4293.924
31-05-11 0:00,40.373
31-05-11 0:00,1258.3767
31-05-11 0:00,15.5595
31-05-11 0:00,419.4589
31-05-11 0:00,173.0424
31-05-11 0:00,2097.2945
31-05-11 0:00,356.898
31-05-11 0:00,20.1865
31-05-11 0:00,183.9382
31-05-11 0:00,40.373
31-05-11 0:00,1258.3767
31-05-11 0:00,367.8764
31-05-11 0:00,2624.382
31-05-11 0:00,419.4589
31-05-11 0:00,838.9178
31-05-11 0:00,357.1616
31-05-11 0:00,2146.962
31-05-11 0:00,57.6808
31-05-11 0:00,838.9178
31-05-11 0:00,838.9178
31-05-11 0:00,874.794
31-05-11 0:00,57.6808
31-05-11 0:00,40.373
31-05-11 0:00,183.9382
31-05-11 0:00,10.373
31-05-11 0:00,1749.588
31-05-11 0:00,419.4589
31-05-11 0:00,838.9178
31-05-11 0:00,838.9178
31-05-11 0:00,28.8404
31-05-11 0:00,4049.988
31-05-11 0:00,57.6808
31-05-11 0:00,4079.988
31-05-11 0:00,2039.994
31-05-11 0:00,20.1865
31-05-11 0:00,40.373
31-05-11 0:00,15.5595
31-05-11 0:00,8099.976
31-05-11 0:00,12149.964
31-05-11 0:00,2039.994
31-05-11 0:00,60.5595
31-05-11 0:00,10124.97
31-05-11 0:00,34.2
31-05-11 0:00,1749.588
31-05-11 0:00,838.9178
31-05-11 0:00,419.4589
31-05-11 0:00,1749.588
31-05-11 0:00,419.4589
31-05-11 0:00,419.4589
31-05-11 0:00,1258.3767
31-05-11 0:00,419.4589
31-05-11 0:00,874.794
31-05-11 0:00,183.9382
31-05-11 0:00,2624.382
31-05-11 0:00,419.4589
31-05-11 0:00,419.4589
31-05-11 0:00,419.4589
31-05-11 0:00,838.9178
31-05-11 0:00,183.9382
31-05-11 0:00,838.9178
31-05-11 0:00,1258.3767
31-05-11 0:00,178.5808
31-05-11 0:00,419.4589
31-05-11 0:00,367.8764
31-05-11 0:00,1749.588
31-05-11 0:00,1749.588
31-05-11 0:00,1258.3767
31-05-11 0:00,419.4589
31-05-11 0:00,4293.924
31-05-11 0:00,1258.3767
31-05-11 0:00,357.1616
31-05-11 0:00,367.8764
31-05-11 0:00,2146.962
31-05-11 0:00,1749.588
31-05-11 0:00,1677.8356
31-05-11 0:00,838.9178
31-05-11 0:00,2936.2123
31-05-11 0:00,551.8146
31-05-11 0:00,178.5808
31-05-11 0:00,2516.7534
31-05-11 0:00,367.8764
31-05-11 0:00,367.8764
31-05-11 0:00,713.796
31-05-11 0:00,2097.2945
31-05-11 0:00,838.9178
31-05-11 0:00,838.9178
31-05-11 0:00,2624.382
31-05-11 0:00,4293.924
31-05-11 0:00,3775.1301
31-05-11 0:00,3499.176
31-05-11 0:00,28.8404
31-05-11 0:00,419.4589
31-05-11 0:00,10.373
31-05-11 0:00,838.9178
31-05-11 0:00,874.794
31-05-11 0:00,2097.2945
31-05-11 0:00,183.9382
31-05-11 0:00,6998.352
31-05-11 0:00,367.8764
31-05-11 0:00,288.404
31-05-11 0:00,419.4589
31-05-11 0:00,3499.176
31-05-11 0:00,357.1616
31-05-11 0:00,6998.352
31-05-11 0:00,60.5595
31-05-11 0:00,2516.7534
31-05-11 0:00,1070.694
31-05-11 0:00,31.119
31-05-11 0:00,115.3616
31-05-11 0:00,2936.2123
31-05-11 0:00,1749.588
31-05-11 0:00,115.3616
31-05-11 0:00,838.9178
31-05-11 0:00,419.4589
31-05-11 0:00,4293.924
31-05-11 0:00,419.4589
31-05-11 0:00,178.5808
31-05-11 0:00,1258.3767
31-05-11 0:00,60.5595
31-05-11 0:00,419.4589
31-05-11 0:00,367.8764
31-05-11 0:00,80.746
31-05-11 0:00,367.8764
31-05-11 0:00,86.5212
31-05-11 0:00,2039.994
31-05-11 0:00,34.2
31-05-11 0:00,40.373
31-05-11 0:00,6119.982
31-05-11 0:00,40.373
31-05-11 0:00,2039.994
31-05-11 0:00,6074.982
31-05-11 0:00,2039.994
31-05-11 0:00,2024.994
31-05-11 0:00,6074.982
31-05-11 0:00,6119.982
31-05-11 0:00,57.6808
31-05-11 0:00,2039.994
31-05-11 0:00,86.5212
31-05-11 0:00,20.1865
31-05-11 0:00,20.1865
31-05-11 0:00,2039.994
31-05-11 0:00,4079.988
31-05-11 0:00,5.1865
31-05-11 0:00,100.9325
31-05-11 0:00,4079.988
31-05-11 0:00,1445.1898
31-05-11 0:00,714.7043
31-05-11 0:00,722.5949
31-05-11 0:00,10124.97
31-05-11 0:00,12149.964
31-05-11 0:00,11.4
31-05-11 0:00,10124.97
31-05-11 0:00,419.4589
31-05-11 0:00,3578.27
31-05-11 0:00,3399.99
31-05-11 0:00,699.0982
01-06-11 0:00,3578.27
02-06-11 0:00,3578.27
02-06-11 0:00,3578.27
03-06-11 0:00,3578.27
04-06-11 0:00,3578.27
05-06-11 0:00,3578.27
05-06-11 0:00,3578.27
06-06-11 0:00,699.0982
07-06-11 0:00,699.0982
08-06-11 0:00,3578.27
08-06-11 0:00,3399.99
08-06-11 0:00,3578.27
09-06-11 0:00,3578.27
11-06-11 0:00,3578.27
13-06-11 0:00,3578.27
13-06-11 0:00,3578.27
13-06-11 0:00,3578.27
14-06-11 0:00,3578.27
14-06-11 0:00,3578.27
15-06-11 0:00,3578.27
16-06-11 0:00,3578.27
18-06-11 0:00,3578.27
18-06-11 0:00,3578.27
18-06-11 0:00,3578.27
18-06-11 0:00,699.0982
21-06-11 0:00,3578.27
21-06-11 0:00,3374.99
21-06-11 0:00,3399.99
22-06-11 0:00,3578.27
23-06-11 0:00,3578.27
24-06-11 0:00,3578.27
24-06-11 0:00,699.0982
26-06-11 0:00,3578.27
26-06-11 0:00,3374.99
27-06-11 0:00,3578.27
27-06-11 0:00,3578.27
27-06-11 0:00,3578.27
27-06-11 0:00,699.0982
28-06-11 0:00,3578.27
28-06-11 0:00,3578.27
29-06-11 0:00,3578.27
29-06-11 0:00,3374.99
29-06-11 0:00,699.0982
30-06-11 0:00,3578.27
30-06-11 0:00,3578.27
01-07-11 0:00,4079.988
01-07-11 0:00,4049.988
01-07-11 0:00,1445.1898
01-07-11 0:00,10124.97
01-07-11 0:00,1445.1898
01-07-11 0:00,818.7
01-07-11 0:00,809.76
01-07-11 0:00,4079.988
01-07-11 0:00,11.4
01-07-11 0:00,6074.982
01-07-11 0:00,8099.976
01-07-11 0:00,4049.988
01-07-11 0:00,6074.982
01-07-11 0:00,2024.994
01-07-11 0:00,183.9382
01-07-11 0:00,86.5212
01-07-11 0:00,419.4589
01-07-11 0:00,838.9178
01-07-11 0:00,838.9178
01-07-11 0:00,874.794
01-07-11 0:00,838.9178
01-07-11 0:00,4293.924
01-07-11 0:00,183.9382
01-07-11 0:00,20.746
01-07-11 0:00,551.8146
01-07-11 0:00,5.1865
01-07-11 0:00,178.5808
01-07-11 0:00,183.9382
01-07-11 0:00,28.8404
01-07-11 0:00,5.1865
01-07-11 0:00,874.794
01-07-11 0:00,2039.994
01-07-11 0:00,2024.994
01-07-11 0:00,2024.994
01-07-11 0:00,8099.976
01-07-11 0:00,4079.988
01-07-11 0:00,4049.988
01-07-11 0:00,28.8404
01-07-11 0:00,4049.988
01-07-11 0:00,4079.988
01-07-11 0:00,20.1865
01-07-11 0:00,2039.994
01-07-11 0:00,115.3616
01-07-11 0:00,2039.994
01-07-11 0:00,20.1865
01-07-11 0:00,4079.988
01-07-11 0:00,20.1865
01-07-11 0:00,419.4589
01-07-11 0:00,874.794
01-07-11 0:00,419.4589
01-07-11 0:00,838.9178
01-07-11 0:00,2146.962
01-07-11 0:00,551.8146
01-07-11 0:00,183.9382
01-07-11 0:00,2624.382
01-07-11 0:00,874.794
01-07-11 0:00,1070.694
01-07-11 0:00,178.5808
01-07-11 0:00,838.9178
01-07-11 0:00,419.4589
01-07-11 0:00,20.1865
01-07-11 0:00,1258.3767
01-07-11 0:00,20.1865
01-07-11 0:00,183.9382
01-07-11 0:00,874.794
01-07-11 0:00,535.7424
01-07-11 0:00,2146.962
01-07-11 0:00,419.4589
